File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,District
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2001,8848,-0.0362,0.528,"(-0.0362,0.528)",0.2122949,0.0786968,0.0061932,0.248325,0.3857,0.1888,0.0231,0.1567,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2001,8849,-0.0279,0.5476,"(-0.0279,0.5476)",0.2001401,0.0692161,0.0047909,0.232,0.3533,0.1796,0.0303,0.1511,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2002,8845,-0.0375,0.591,"(-0.0375,0.591)",0.2257627,0.0888676,0.0078974,0.2684,0.4284,0.1978,0.0021,0.1615,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2002,8847,-0.0457,0.5619,"(-0.0457,0.5619)",0.2166093,0.0847321,0.0071795,0.2589,0.4162,0.1892,-0.0033,0.1539,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2003,8849,-0.0137,0.5858,"(-0.0137,0.5858)",0.1563949,0.0564647,0.0031883,0.1628,0.2183,0.1396,0.0714,0.1258,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2003,8849,-0.019,0.5769,"(-0.019,0.5769)",0.1565428,0.0613911,0.0037689,0.1617,0.2187,0.1394,0.0734,0.1237,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2004,8849,-0.0193,0.5603,"(-0.0193,0.5603)",0.2193476,0.0726649,0.0052802,0.2514,0.3743,0.1986,0.0528,0.1693,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2004,8849,-0.014,0.5312,"(-0.014,0.5312)",0.2120772,0.0715557,0.0051202,0.243,0.3648,0.191,0.0439,0.1618,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2005,8794,-0.0484,0.6366,"(-0.0484,0.6366)",0.2886931,0.1036424,0.0107417,0.356475,0.5708,0.271,-0.0049,0.2117,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2005,8838,-0.042,0.5707,"(-0.042,0.5707)",0.252313,0.0896029,0.0080287,0.3136,0.5045,0.23665,-0.0046,0.1863,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2006,8821,-0.0352,0.5853,"(-0.0352,0.5853)",0.2750628,0.0995285,0.0099059,0.3415,0.5556,0.2539,-0.0139,0.1978,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2006,8822,-0.0425,0.5639,"(-0.0425,0.5639)",0.2366077,0.0870124,0.0075712,0.2868,0.462,0.2136,-0.005,0.17,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2007,8811,-0.0365,0.6053,"(-0.0365,0.6053)",0.2445145,0.1139002,0.0129733,0.3204,0.5687,0.2063,-0.0365,0.15455,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2007,8813,-0.0365,0.5629,"(-0.0365,0.5629)",0.2131228,0.0935222,0.0087464,0.2668,0.4482,0.1754,-0.033,0.1458,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2008,8830,-0.0352,0.6409,"(-0.0352,0.6409)",0.2533196,0.1127342,0.012709,0.330875,0.5833,0.2153,-0.0352,0.1622,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2008,8835,-0.0365,0.5986,"(-0.0365,0.5986)",0.244617,0.1127781,0.0127189,0.32395,0.5681,0.2026,-0.0365,0.1546,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2009,8846,-0.0304,0.5961,"(-0.0304,0.5961)",0.2778532,0.0947027,0.0089686,0.332475,0.5209,0.2589,0.0224,0.206625,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2009,8847,-0.0316,0.6299,"(-0.0316,0.6299)",0.2339979,0.080376,0.0064603,0.2708,0.41,0.2107,0.0428,0.1779,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2010,8849,-0.025,0.6442,"(-0.025,0.6442)",0.2572426,0.1054474,0.0111192,0.3272,0.5703,0.2415,-0.025,0.1647,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2010032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2010,8849,-0.0013,0.5608,"(-0.0013,0.5608)",0.2032245,0.0797003,0.0063521,0.2429,0.3974,0.1836,-0.0013,0.1399,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2011001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2011,8843,-0.024,0.5757,"(-0.024,0.5757)",0.2859418,0.0880799,0.0077581,0.3463,0.5382,0.2747,0.0243,0.2175,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2011032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2011,8848,-0.0483,0.6142,"(-0.0483,0.6142)",0.3175552,0.0870374,0.0075755,0.3779,0.5621,0.31215,0.0719,0.2548,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2012001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2012,8831,-0.0508,0.5931,"(-0.0508,0.5931)",0.3147645,0.0993643,0.0098733,0.3881,0.5931,0.3011,0.0175,0.2397,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2012032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2012,8834,-0.0517,0.5467,"(-0.0517,0.5467)",0.2643052,0.0783877,0.0061446,0.318275,0.4834,0.25425,0.0406,0.2067,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2013,8825,-0.036,0.6128,"(-0.036,0.6128)",0.3368838,0.1077378,0.0116074,0.4213,0.6128,0.3267,0.0039,0.254,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2013,8823,-0.0629,0.5846,"(-0.0629,0.5846)",0.3244292,0.0969092,0.0093914,0.4016,0.5846,0.3162,0.0279,0.2499,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2014,8817,-0.055,0.6606,"(-0.055,0.6606)",0.3521108,0.1159642,0.0134477,0.4498,0.6606,0.3511,-0.0224,0.2606,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2014,8810,-0.027,0.5969,"(-0.027,0.5969)",0.3570498,0.1012439,0.0102503,0.4372,0.5969,0.36615,0.0581,0.285525,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2015,8813,-0.0548,0.6017,"(-0.0548,0.6017)",0.3668228,0.1144788,0.0131054,0.4657,0.6017,0.3788,-0.0089,0.2755,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2015,8833,-0.0428,0.6023,"(-0.0428,0.6023)",0.3150872,0.0981839,0.0096401,0.3881,0.6023,0.3127,0.0166,0.2392,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2016,8822,-0.0199,0.6381,"(-0.0199,0.6381)",0.3295217,0.1306066,0.0170581,0.4396,0.6381,0.31935,-0.0199,0.2134,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2016,8831,-0.0337,0.5931,"(-0.0337,0.5931)",0.3034454,0.1198944,0.0143747,0.4098,0.5931,0.2958,-0.0337,0.1949,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2017,8819,-0.0442,0.6198,"(-0.0442,0.6198)",0.3673337,0.1167033,0.0136197,0.46615,0.6198,0.3769,-0.0158,0.27245,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2017,8842,-0.0315,0.6718,"(-0.0315,0.6718)",0.3127724,0.1032872,0.0106682,0.3829,0.6068,0.3111,0.0086,0.2329,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2018,8845,-0.0179,0.6208,"(-0.0179,0.6208)",0.3025695,0.1117738,0.0124934,0.3841,0.6208,0.2854,-0.0179,0.2104,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2018,8849,-0.0229,0.576,"(-0.0229,0.576)",0.2687504,0.0987968,0.0097608,0.3397,0.5655,0.2487,-0.0229,0.1882,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2019,8849,-0.0238,0.6308,"(-0.0238,0.6308)",0.3336487,0.103948,0.0108052,0.4117,0.6308,0.3149,0.0117,0.2513,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2019,8849,-0.0341,0.6436,"(-0.0341,0.6436)",0.3228255,0.1018192,0.0103671,0.3975,0.6269,0.3025,0.0185,0.2435,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2020,8845,-0.0626,0.6647,"(-0.0626,0.6647)",0.3738108,0.1057887,0.0111912,0.4543,0.6647,0.3855,0.084,0.3058,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2020,8847,-0.039,0.6916,"(-0.039,0.6916)",0.3676838,0.1074766,0.0115512,0.4475,0.67,0.377,0.0726,0.2972,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0009,_1_km_monthly_EVI,aid0009,01/01/2021,8849,-0.0491,0.7037,"(-0.0491,0.7037)",0.4105965,0.1140623,0.0130102,0.5004,0.7037,0.4199,0.0713,0.3278,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2021032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2021,8848,-0.0316,0.6651,"(-0.0316,0.6651)",0.3391423,0.0949753,0.0090203,0.4064,0.6089,0.3402,0.0705,0.2711,Tonk
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2000,15378,-0.0189,0.3781,"(-0.0189,0.3781)",0.1483366,0.0297513,0.0008851,0.1591,0.2009,0.1433,0.0897,0.1312,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2001,15380,-0.0342,0.4163,"(-0.0342,0.4163)",0.1656114,0.0311216,0.0009686,0.1808,0.234,0.16055,0.0923,0.1453,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2001,15380,-0.0054,0.4311,"(-0.0054,0.4311)",0.1557505,0.0274246,0.0007521,0.1691,0.2151,0.1513,0.0931,0.1384,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2002,15380,-0.0245,0.464,"(-0.0245,0.464)",0.1832219,0.0411427,0.0016927,0.2006,0.2652,0.1759,0.0943,0.1575,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2002,15380,-0.0035,0.51,"(-0.0035,0.51)",0.1757442,0.0424875,0.0018052,0.1905,0.2493,0.1685,0.0935,0.1511,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2003,15380,-0.0323,0.4129,"(-0.0323,0.4129)",0.1577661,0.0285069,0.0008126,0.171,0.2176,0.1535,0.0935,0.1399,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2003,15379,-0.0294,0.4493,"(-0.0294,0.4493)",0.1447193,0.0293001,0.0008585,0.1577,0.2037,0.1408,0.0813,0.127,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2004,15379,0.0111,0.4478,"(0.0111,0.4478)",0.1944346,0.0454281,0.0020637,0.2174,0.301,0.1846,0.0804,0.1616,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2004,15380,0.004,0.4749,"(0.004,0.4749)",0.1831519,0.0430612,0.0018543,0.2022,0.2752,0.1734,0.0814,0.153475,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2005,15378,-0.0341,0.4776,"(-0.0341,0.4776)",0.2036949,0.0455449,0.0020743,0.2265,0.3042,0.1968,0.0989,0.1747,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2005,15380,-0.0268,0.4996,"(-0.0268,0.4996)",0.1909949,0.0458692,0.002104,0.208,0.2747,0.1828,0.0971,0.1635,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2006,15376,-0.0302,0.4915,"(-0.0302,0.4915)",0.2218981,0.0493719,0.0024376,0.247425,0.3333,0.2144,0.1053,0.1901,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2006,15380,-0.0209,0.5079,"(-0.0209,0.5079)",0.2031754,0.0481999,0.0023232,0.224025,0.2993,0.1938,0.099,0.1738,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2007,15375,-0.0371,0.5534,"(-0.0371,0.5534)",0.2294016,0.058285,0.0033971,0.2571,0.3561,0.2176,0.0952,0.191,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2007,15375,-0.0398,0.542,"(-0.0398,0.542)",0.2156757,0.0593788,0.0035258,0.2405,0.3347,0.2009,0.0844,0.1777,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2008,15380,-0.0225,0.5202,"(-0.0225,0.5202)",0.221151,0.0545263,0.0029731,0.2459,0.337,0.2106,0.0937,0.185,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2008,15380,-0.0299,0.5297,"(-0.0299,0.5297)",0.2137215,0.0583,0.0033989,0.239525,0.3361,0.1994,0.0809,0.1751,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2009,15380,-0.0204,0.5635,"(-0.0204,0.5635)",0.2040148,0.0508888,0.0025897,0.2243,0.3038,0.1928,0.0938,0.1713,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2009,15380,-0.025,0.4894,"(-0.025,0.4894)",0.1779573,0.0433904,0.0018827,0.192,0.2511,0.1699,0.0937,0.1526,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2010,15380,-0.018,0.5345,"(-0.018,0.5345)",0.2037861,0.0511813,0.0026195,0.2243,0.3032,0.1928,0.094,0.1717,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2010032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2010,15380,-0.0078,0.4919,"(-0.0078,0.4919)",0.1794654,0.0403803,0.0016306,0.1932,0.2508,0.1714,0.1009,0.1548,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2011001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2011,15380,-0.0135,0.5217,"(-0.0135,0.5217)",0.2413734,0.0579866,0.0033624,0.275,0.3861,0.2321,0.0916,0.2009,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2011032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2011,15380,-0.0088,0.5655,"(-0.0088,0.5655)",0.2337359,0.0671045,0.004503,0.2673,0.387,0.2179,0.0694,0.1875,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2012001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2012,15380,-0.0239,0.4751,"(-0.0239,0.4751)",0.2406697,0.050754,0.002576,0.2679,0.3585,0.2324,0.1177,0.2075,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2012032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2012,15380,-0.0177,0.5451,"(-0.0177,0.5451)",0.2361865,0.0587799,0.0034551,0.2645,0.3647,0.2216,0.0993,0.1977,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2013,15379,-0.028,0.5034,"(-0.028,0.5034)",0.2368116,0.0479492,0.0022991,0.2648,0.3536,0.2303,0.1171,0.2056,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2013,15379,-0.028,0.5703,"(-0.028,0.5703)",0.2417673,0.0642804,0.004132,0.2682,0.37,0.2269,0.0991,0.2003,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2014,15380,-0.012,0.5633,"(-0.012,0.5633)",0.2492797,0.0609058,0.0037095,0.2783,0.3826,0.2369,0.1118,0.2087,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2014,15380,0.0005,0.621,"(0.0005,0.621)",0.2435522,0.0799096,0.0063855,0.2772,0.4093,0.2218,0.0648,0.1891,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2015,15380,-0.0232,0.5464,"(-0.0232,0.5464)",0.2393535,0.0577889,0.0033396,0.2672,0.3659,0.2276,0.1035,0.2014,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2015,15380,-0.0129,0.5803,"(-0.0129,0.5803)",0.2306882,0.0680289,0.0046279,0.2593,0.3692,0.2128,0.0765,0.186,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2016,15376,-0.0234,0.5567,"(-0.0234,0.5567)",0.2317174,0.0564431,0.0031858,0.2596,0.3577,0.2208,0.0969,0.1942,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2016,15380,-0.0252,0.5567,"(-0.0252,0.5567)",0.2217823,0.0609281,0.0037122,0.2474,0.3455,0.2072,0.0851,0.182,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2017,15375,-0.0205,0.5469,"(-0.0205,0.5469)",0.2499524,0.0662482,0.0043888,0.2807,0.3933,0.235,0.0947,0.2056,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2017,15380,-0.0177,0.5772,"(-0.0177,0.5772)",0.2376126,0.0700358,0.004905,0.2685,0.385,0.2173,0.0756,0.1907,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2018,15380,-0.0182,0.5614,"(-0.0182,0.5614)",0.2511765,0.0642793,0.0041318,0.2857,0.4042,0.2395,0.0884,0.2066,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2018,15380,-0.0152,0.5592,"(-0.0152,0.5592)",0.225852,0.0641671,0.0041174,0.2556,0.3649,0.208,0.0774,0.1827,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2019,15380,-0.0168,0.5729,"(-0.0168,0.5729)",0.2208428,0.0513631,0.0026382,0.2438,0.3267,0.2107,0.1065,0.1885,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2019,15380,-0.0195,0.5816,"(-0.0195,0.5816)",0.2224454,0.0667958,0.0044617,0.243725,0.3378,0.2035,0.0871,0.181,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2020,15380,-0.026,0.5878,"(-0.026,0.5878)",0.2635903,0.0653056,0.0042648,0.2956,0.4082,0.252,0.1099,0.2205,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2020,15380,-0.0298,0.5887,"(-0.0298,0.5887)",0.2527498,0.0746202,0.0055682,0.2852,0.4093,0.2318,0.079,0.2024,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0010,_1_km_monthly_EVI,aid0010,01/01/2021,15379,-0.0139,0.6468,"(-0.0139,0.6468)",0.2609394,0.0757612,0.0057398,0.2965,0.43,0.2459,0.0768,0.2071,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2021032_aid0010,_1_km_monthly_EVI,aid0010,01/02/2021,15380,-0.0148,0.5297,"(-0.0148,0.5297)",0.2412419,0.0668477,0.0044686,0.274025,0.3937,0.2233,0.0754,0.1942,Udaipur
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0011,_1_km_monthly_EVI,aid0011,01/02/2000,10552,0.0355,0.5157,"(0.0355,0.5157)",0.1427261,0.0395617,0.0015651,0.1537,0.2056,0.1326,0.068,0.1191,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0011,_1_km_monthly_EVI,aid0011,01/01/2001,10552,0.023,0.5256,"(0.023,0.5256)",0.1570831,0.0413023,0.0017059,0.1685,0.2232,0.1478,0.0811,0.132,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0011,_1_km_monthly_EVI,aid0011,01/02/2001,10552,0.0483,0.5323,"(0.0483,0.5323)",0.1517493,0.0424866,0.0018051,0.161,0.2113,0.1411,0.0778,0.127375,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0011,_1_km_monthly_EVI,aid0011,01/01/2002,10552,0.0429,0.5624,"(0.0429,0.5624)",0.1673484,0.0480495,0.0023088,0.1804,0.2443,0.1541,0.0753,0.1378,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0011,_1_km_monthly_EVI,aid0011,01/02/2002,10552,0.0405,0.6173,"(0.0405,0.6173)",0.1669066,0.0515179,0.0026541,0.1785,0.2419,0.1521,0.0751,0.1362,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0011,_1_km_monthly_EVI,aid0011,01/01/2003,10552,0.0389,0.4619,"(0.0389,0.4619)",0.12523,0.0273712,0.0007492,0.1339,0.1697,0.1209,0.0746,0.11,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0011,_1_km_monthly_EVI,aid0011,01/02/2003,10552,0.0398,0.5266,"(0.0398,0.5266)",0.1237848,0.0307116,0.0009432,0.1319,0.1689,0.1185,0.0702,0.1072,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0011,_1_km_monthly_EVI,aid0011,01/01/2004,10552,0.026,0.5167,"(0.026,0.5167)",0.1596708,0.0332584,0.0011061,0.1707,0.2179,0.1533,0.0922,0.1392,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0011,_1_km_monthly_EVI,aid0011,01/02/2004,10552,0.0555,0.542,"(0.0555,0.542)",0.1542734,0.0337143,0.0011367,0.1635,0.2071,0.1472,0.0908,0.1344,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0011,_1_km_monthly_EVI,aid0011,01/01/2005,10545,-0.0366,0.5034,"(-0.0366,0.5034)",0.1697229,0.0518002,0.0026833,0.1824,0.2482,0.1547,0.0732,0.1385,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0011,_1_km_monthly_EVI,aid0011,01/02/2005,10551,-0.036,0.5461,"(-0.036,0.5461)",0.1580453,0.0495399,0.0024542,0.1688,0.2287,0.1434,0.0708,0.1288,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0011,_1_km_monthly_EVI,aid0011,01/01/2006,10552,-0.0137,0.5725,"(-0.0137,0.5725)",0.1699575,0.0443668,0.0019684,0.1826,0.2409,0.1591,0.0878,0.1437,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0011,_1_km_monthly_EVI,aid0011,01/02/2006,10552,-0.0201,0.5203,"(-0.0201,0.5203)",0.1583979,0.040702,0.0016567,0.1677,0.2158,0.1487,0.0876,0.1356,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0011,_1_km_monthly_EVI,aid0011,01/01/2007,10548,-0.0278,0.5903,"(-0.0278,0.5903)",0.171955,0.0480177,0.0023057,0.186825,0.2534,0.162,0.0772,0.1424,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0011,_1_km_monthly_EVI,aid0011,01/02/2007,10548,-0.0286,0.5691,"(-0.0286,0.5691)",0.1648242,0.0459743,0.0021136,0.178,0.2393,0.1543,0.0759,0.1371,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0011,_1_km_monthly_EVI,aid0011,01/01/2008,10552,0.0137,0.5635,"(0.0137,0.5635)",0.1603159,0.0402727,0.0016219,0.167525,0.2112,0.1509,0.0949,0.1384,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0011,_1_km_monthly_EVI,aid0011,01/02/2008,10552,-0.0066,0.5635,"(-0.0066,0.5635)",0.1552668,0.0423078,0.00179,0.1617,0.2044,0.1447,0.0906,0.1332,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0011,_1_km_monthly_EVI,aid0011,01/01/2009,10552,0.0028,0.5396,"(0.0028,0.5396)",0.1617525,0.0427006,0.0018233,0.1738,0.229,0.1517,0.0882,0.1369,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0011,_1_km_monthly_EVI,aid0011,01/02/2009,10552,0.03,0.5288,"(0.03,0.5288)",0.1486656,0.0355685,0.0012651,0.1567,0.197,0.1416,0.0902,0.1298,Ajmer
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0011,_1_km_monthly_EVI,aid0011,01/01/2010,10552,-0.0323,0.5215,"(-0.0323,0.5215)",0.1332716,0.0336216,0.0011304,0.14,0.1743,0.1273,0.0829,0.1171,Ajmer
