File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,District
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0006,_1_km_monthly_EVI,aid0006,01/01/2013,5783,-0.0897,0.6173,"(-0.0897,0.6173)",0.3535325,0.1110048,0.0123221,0.4452,0.6173,0.3566,0.0072,0.2572,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0006,_1_km_monthly_EVI,aid0006,01/02/2013,5783,-0.0038,0.6382,"(-0.0038,0.6382)",0.3447756,0.1104269,0.0121941,0.4321,0.6382,0.3518,-0.0038,0.24345,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0006,_1_km_monthly_EVI,aid0006,01/01/2014,5783,-0.0116,0.7136,"(-0.0116,0.7136)",0.3864643,0.1327283,0.0176168,0.4906,0.7136,0.4085,-0.0116,0.2683,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0006,_1_km_monthly_EVI,aid0006,01/02/2014,5780,-0.0065,0.6977,"(-0.0065,0.6977)",0.3664186,0.121142,0.0146754,0.459725,0.6977,0.38875,-0.0065,0.263,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0006,_1_km_monthly_EVI,aid0006,01/01/2015,5782,-0.0483,0.7246,"(-0.0483,0.7246)",0.3792415,0.1204166,0.0145001,0.4765,0.7246,0.4065,-0.0039,0.272825,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0006,_1_km_monthly_EVI,aid0006,01/02/2015,5782,0.0148,0.6423,"(0.0148,0.6423)",0.3378284,0.1096657,0.0120266,0.4225,0.6423,0.3475,0.0148,0.245825,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0006,_1_km_monthly_EVI,aid0006,01/01/2016,5783,0.058,0.6373,"(0.058,0.6373)",0.3341343,0.1199967,0.0143992,0.428,0.6373,0.3278,0.058,0.2278,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0006,_1_km_monthly_EVI,aid0006,01/02/2016,5783,0.0525,0.6275,"(0.0525,0.6275)",0.3180808,0.1170766,0.0137069,0.41835,0.6275,0.3172,0.0525,0.20905,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0006,_1_km_monthly_EVI,aid0006,01/01/2017,5781,-0.0434,0.6873,"(-0.0434,0.6873)",0.3850142,0.1236837,0.0152977,0.4887,0.6873,0.4122,-0.0434,0.2721,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0006,_1_km_monthly_EVI,aid0006,01/02/2017,5782,-0.0509,0.6718,"(-0.0509,0.6718)",0.3388004,0.1102423,0.0121534,0.417475,0.6718,0.3487,-0.0072,0.2454,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0006,_1_km_monthly_EVI,aid0006,01/01/2018,5783,0.0598,0.656,"(0.0598,0.656)",0.3035783,0.1250573,0.0156393,0.4012,0.656,0.2893,0.0598,0.18945,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0006,_1_km_monthly_EVI,aid0006,01/02/2018,5783,0.0915,0.6403,"(0.0915,0.6403)",0.2780226,0.116636,0.013604,0.364,0.6403,0.2595,0.0915,0.171,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0006,_1_km_monthly_EVI,aid0006,01/01/2019,5782,-0.0432,0.6881,"(-0.0432,0.6881)",0.3997268,0.1243303,0.015458,0.504775,0.6881,0.4257,-0.0277,0.2906,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0006,_1_km_monthly_EVI,aid0006,01/02/2019,5783,-0.0471,0.6704,"(-0.0471,0.6704)",0.3890019,0.1271343,0.0161631,0.49305,0.6704,0.4104,-0.0225,0.27855,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0006,_1_km_monthly_EVI,aid0006,01/01/2020,5781,-0.0539,0.6633,"(-0.0539,0.6633)",0.3791354,0.1209158,0.0146206,0.4715,0.6633,0.4086,-0.0018,0.2811,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0006,_1_km_monthly_EVI,aid0006,01/02/2020,5782,-0.0785,0.704,"(-0.0785,0.704)",0.3694945,0.1301845,0.016948,0.4676,0.704,0.3947,-0.0186,0.261525,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0006,_1_km_monthly_EVI,aid0006,01/01/2021,5783,0.0707,0.6994,"(0.0707,0.6994)",0.4188918,0.1349776,0.0182189,0.53,0.6994,0.4452,0.0707,0.30275,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2021032_aid0006,_1_km_monthly_EVI,aid0006,01/02/2021,5783,0.0762,0.7143,"(0.0762,0.7143)",0.3598175,0.1213978,0.0147374,0.4514,0.7143,0.3743,0.0762,0.25705,Sawai Madhopur
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2000,9379,-0.0506,0.5444,"(-0.0506,0.5444)",0.2008897,0.095432,0.0091073,0.26895,0.491,0.1793,-0.0506,0.1208,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2001,9382,0.0766,0.463,"(0.0766,0.463)",0.1724842,0.0620605,0.0038515,0.2144,0.3518,0.1628,0.0766,0.1228,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2001,9382,0.0786,0.4834,"(0.0786,0.4834)",0.1905078,0.0766543,0.0058759,0.246475,0.4238,0.1741,0.0786,0.1258,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2002,9382,0.074,0.5087,"(0.074,0.5087)",0.1871042,0.0680366,0.004629,0.2343,0.3897,0.17355,0.074,0.1294,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2002,9382,0.0747,0.5443,"(0.0747,0.5443)",0.2114355,0.0926535,0.0085847,0.282,0.4918,0.19065,0.0747,0.1314,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2003,9382,0.075,0.416,"(0.075,0.416)",0.1621149,0.0641507,0.0041153,0.2113,0.3633,0.1462,0.075,0.1081,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2003,9382,0.0738,0.5645,"(0.0738,0.5645)",0.2027473,0.1047788,0.0109786,0.2824,0.5246,0.16955,0.0738,0.1133,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2004,9379,-0.0912,0.5451,"(-0.0912,0.5451)",0.2027691,0.0786845,0.0061913,0.25955,0.4373,0.1896,-0.0426,0.1385,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2004,9379,-0.0913,0.5228,"(-0.0913,0.5228)",0.2141899,0.0972755,0.0094625,0.29045,0.5228,0.1936,-0.0913,0.131,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2005,9382,0.0745,0.5535,"(0.0745,0.5535)",0.1958674,0.0779897,0.0060824,0.255775,0.4454,0.1837,0.0745,0.129125,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2005,9382,0.0742,0.5049,"(0.0742,0.5049)",0.214172,0.0997235,0.0099448,0.2963,0.5049,0.1945,0.0742,0.1269,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2006,9382,0.073,0.4911,"(0.073,0.4911)",0.1906444,0.0689421,0.004753,0.2395,0.397,0.1826,0.073,0.132,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2006,9382,0.077,0.5258,"(0.077,0.5258)",0.2056857,0.0862437,0.007438,0.2689,0.4736,0.1885,0.077,0.132225,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2007,9382,-0.0557,0.5112,"(-0.0557,0.5112)",0.201464,0.0844606,0.0071336,0.2679,0.4723,0.17985,-0.0557,0.1293,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2007,9382,0.0593,0.5753,"(0.0593,0.5753)",0.2092166,0.1039809,0.010812,0.29255,0.5271,0.18075,0.0593,0.1206,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2008,9382,0.0756,0.4703,"(0.0756,0.4703)",0.1880832,0.0743972,0.0055349,0.2475,0.4241,0.16335,0.0756,0.1243,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2008,9382,0.0779,0.4838,"(0.0779,0.4838)",0.2002891,0.0914695,0.0083667,0.27405,0.4838,0.1686,0.0779,0.1211,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2009,9382,0.0878,0.5247,"(0.0878,0.5247)",0.2120787,0.0855594,0.0073204,0.276375,0.4771,0.1917,0.0878,0.1411,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2009,9382,0.0817,0.548,"(0.0817,0.548)",0.2220816,0.1056911,0.0111706,0.3034,0.548,0.19495,0.0817,0.1338,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2010,9382,0.0661,0.4726,"(0.0661,0.4726)",0.1898677,0.0873659,0.0076328,0.2607,0.4726,0.1594,0.0661,0.1152,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2010032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2010,9382,0.0632,0.4955,"(0.0632,0.4955)",0.1946146,0.1015978,0.0103221,0.277875,0.4955,0.15575,0.0632,0.1078,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2011001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2011,9382,0.0823,0.5248,"(0.0823,0.5248)",0.2229493,0.0795663,0.0063308,0.2816,0.4679,0.2243,0.0823,0.1559,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2011032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2011,9382,0.0881,0.5936,"(0.0881,0.5936)",0.2666479,0.113354,0.0128491,0.360275,0.5936,0.2656,0.0881,0.1638,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2012001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2012,9382,0.0927,0.517,"(0.0927,0.517)",0.2195887,0.0722822,0.0052247,0.2679,0.4306,0.2079,0.0927,0.1594,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2012032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2012,9382,0.0885,0.5158,"(0.0885,0.5158)",0.227671,0.0862008,0.0074306,0.293575,0.5,0.2075,0.0885,0.1547,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2013,9382,-0.0273,0.4325,"(-0.0273,0.4325)",0.1965701,0.0636847,0.0040557,0.2431,0.3909,0.189,0.0411,0.1433,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2013,9382,-0.0024,0.5994,"(-0.0024,0.5994)",0.242149,0.113389,0.0128571,0.33715,0.5994,0.21805,-0.0024,0.146025,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2014,9382,0.0901,0.506,"(0.0901,0.506)",0.2144034,0.0805727,0.006492,0.276275,0.4682,0.204,0.0901,0.1454,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2014,9382,0.0891,0.6175,"(0.0891,0.6175)",0.2565973,0.1180711,0.0139408,0.3552,0.6175,0.2371,0.0891,0.150125,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2015,9382,0.0801,0.4843,"(0.0801,0.4843)",0.2046918,0.0739526,0.005469,0.2644,0.4433,0.1873,0.0801,0.1437,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2015,9382,0.0876,0.5434,"(0.0876,0.5434)",0.2259925,0.100685,0.0101375,0.3123,0.5434,0.1957,0.0876,0.142025,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2016,9382,0.0126,0.465,"(0.0126,0.465)",0.2064021,0.0774732,0.0060021,0.269,0.457,0.1815,0.0126,0.1407,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2016,9382,0.0725,0.4861,"(0.0725,0.4861)",0.2104464,0.0925697,0.0085692,0.2861,0.4861,0.176,0.0725,0.131925,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2017,9382,0.0845,0.5079,"(0.0845,0.5079)",0.2167481,0.0823538,0.0067822,0.2774,0.4666,0.1928,0.0845,0.151025,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2017,9382,0.0874,0.5396,"(0.0874,0.5396)",0.2201167,0.0998362,0.0099673,0.297275,0.5315,0.1876,0.0874,0.139425,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2018,9382,0.0913,0.4951,"(0.0913,0.4951)",0.1971431,0.0780638,0.0060939,0.251575,0.4241,0.1688,0.0913,0.136,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2018,9382,0.0902,0.5148,"(0.0902,0.5148)",0.2070731,0.0942333,0.0088799,0.276375,0.4909,0.1675,0.0902,0.1329,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2019,9382,0.0958,0.5507,"(0.0958,0.5507)",0.2127965,0.0728589,0.0053084,0.2653,0.4291,0.19235,0.0958,0.1552,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2019,9382,0.0892,0.5776,"(0.0892,0.5776)",0.2247185,0.0927243,0.0085978,0.292275,0.5003,0.1949,0.0892,0.1517,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2020,9382,-0.0538,0.5795,"(-0.0538,0.5795)",0.2327469,0.0930308,0.0086547,0.302475,0.5143,0.21235,-0.046,0.1611,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2020,9382,-0.0478,0.6071,"(-0.0478,0.6071)",0.231474,0.1038187,0.0107783,0.310675,0.5499,0.20045,-0.0478,0.1499,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0007,_1_km_monthly_EVI,aid0007,01/01/2021,9382,0.0915,0.5995,"(0.0915,0.5995)",0.2171605,0.0844174,0.0071263,0.277,0.4669,0.1935,0.0915,0.1504,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2021032_aid0007,_1_km_monthly_EVI,aid0007,01/02/2021,9382,0.0891,0.5225,"(0.0891,0.5225)",0.2215349,0.0929161,0.0086334,0.2902,0.501,0.1932,0.0891,0.1487,Sikar
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2000,6268,0.0743,0.3244,"(0.0743,0.3244)",0.1418982,0.0331992,0.0011022,0.1544,0.2054,0.1335,0.0743,0.1204,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2001001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2001,6268,0.0072,0.4156,"(0.0072,0.4156)",0.160915,0.0428907,0.0018396,0.177525,0.2449,0.1496,0.0735,0.1326,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2001032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2001,6268,0.0517,0.4114,"(0.0517,0.4114)",0.1522144,0.0405164,0.0016416,0.1659,0.2248,0.1413,0.0734,0.1262,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2002001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2002,6268,0.0458,0.5061,"(0.0458,0.5061)",0.1859568,0.0525084,0.0027571,0.2069,0.2916,0.1701,0.0703,0.150375,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2002032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2002,6268,0.068,0.4938,"(0.068,0.4938)",0.1729551,0.0485739,0.0023594,0.1885,0.2594,0.1582,0.0875,0.1412,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2003001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2003,6268,0.0648,0.3802,"(0.0648,0.3802)",0.1477933,0.0377074,0.0014219,0.1611,0.2179,0.1404,0.0697,0.1232,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2003032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2003,6268,0.0564,0.4062,"(0.0564,0.4062)",0.1383642,0.0343132,0.0011774,0.1495,0.1987,0.1314,0.071,0.1167,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2004001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2004,6268,-0.0277,0.5249,"(-0.0277,0.5249)",0.2152863,0.0490141,0.0024024,0.2379,0.3217,0.2038,0.1027,0.182,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2004032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2004,6268,0.1037,0.5072,"(0.1037,0.5072)",0.2058951,0.0495792,0.0024581,0.2244,0.3009,0.1925,0.1037,0.1733,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2005001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2005,6268,0.0781,0.4146,"(0.0781,0.4146)",0.1813737,0.0495211,0.0024523,0.2013,0.2815,0.1686,0.0781,0.1477,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2005032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2005,6268,0.0898,0.4318,"(0.0898,0.4318)",0.1691267,0.0440185,0.0019376,0.1842,0.2503,0.1576,0.0898,0.1401,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2006001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2006,6268,-0.0195,0.5581,"(-0.0195,0.5581)",0.2173192,0.0576827,0.0033273,0.2427,0.3396,0.2049,0.0865,0.178,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2006032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2006,6268,0.0036,0.4789,"(0.0036,0.4789)",0.1965669,0.0499041,0.0024904,0.2156,0.2931,0.1844,0.1015,0.1638,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2007001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2007,6267,0.0261,0.5344,"(0.0261,0.5344)",0.2449712,0.0688628,0.0047421,0.2832,0.4171,0.2292,0.0683,0.19365,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2007032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2007,6268,0.0683,0.5117,"(0.0683,0.5117)",0.2243089,0.0625764,0.0039158,0.256625,0.3735,0.20935,0.0683,0.1787,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2008001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2008,6268,-0.0291,0.5523,"(-0.0291,0.5523)",0.2300994,0.0654791,0.0042875,0.2659,0.3908,0.2124,0.0671,0.1822,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2008032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2008,6268,0.0739,0.5523,"(0.0739,0.5523)",0.2260045,0.0686684,0.0047153,0.258325,0.3801,0.20495,0.0739,0.1771,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2009001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2009,6268,0.078,0.5274,"(0.078,0.5274)",0.2002163,0.0618517,0.0038256,0.2267,0.3316,0.1821,0.078,0.1567,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2009032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2009,6268,0.0775,0.4729,"(0.0775,0.4729)",0.1732009,0.0464579,0.0021583,0.192,0.2679,0.1606,0.0775,0.1414,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2010001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2010,6268,0.0572,0.4541,"(0.0572,0.4541)",0.1796925,0.0502525,0.0025253,0.1978,0.2735,0.1673,0.0766,0.1473,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2010032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2010,6268,0.0786,0.4307,"(0.0786,0.4307)",0.1670104,0.0433871,0.0018824,0.1811,0.2433,0.15625,0.0786,0.1396,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2011001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2011,6267,0.0033,0.5303,"(0.0033,0.5303)",0.2613638,0.0686864,0.0047178,0.30475,0.4463,0.2469,0.0947,0.2103,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2011032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2011,6268,0.0517,0.5618,"(0.0517,0.5618)",0.2528032,0.0735793,0.0054139,0.2939,0.4379,0.2357,0.0883,0.1979,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2012001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2012,6267,-0.0311,0.4843,"(-0.0311,0.4843)",0.2448222,0.0594478,0.003534,0.27665,0.3884,0.2321,0.091,0.2021,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2012032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2012,6268,0.0533,0.4851,"(0.0533,0.4851)",0.2316117,0.0617094,0.0038081,0.260725,0.3706,0.2162,0.0785,0.1873,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2013001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2013,6267,-0.0128,0.5288,"(-0.0128,0.5288)",0.252052,0.0634937,0.0040314,0.28715,0.4082,0.2379,0.087,0.20625,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2013032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2013,6268,-0.0469,0.5757,"(-0.0469,0.5757)",0.2460813,0.0698799,0.0048832,0.2766,0.3962,0.22695,0.0863,0.196675,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2014001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2014,6268,0.0921,0.508,"(0.0921,0.508)",0.2493732,0.067763,0.0045918,0.286625,0.4191,0.2316,0.0921,0.1983,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2014032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2014,6268,0.0904,0.5295,"(0.0904,0.5295)",0.2234816,0.0636961,0.0040572,0.25415,0.3707,0.2051,0.0904,0.1763,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2015001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2015,6268,0.0283,0.4891,"(0.0283,0.4891)",0.2302606,0.0616701,0.0038032,0.2589,0.3672,0.214,0.0854,0.186675,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2015032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2015,6268,0.0348,0.4692,"(0.0348,0.4692)",0.2077381,0.0544533,0.0029652,0.2307,0.3222,0.1931,0.1018,0.1696,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2016001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2016,6267,-0.0076,0.5235,"(-0.0076,0.5235)",0.2524717,0.0683767,0.0046754,0.29015,0.423,0.2377,0.0728,0.20155,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2016032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2016,6268,0.0405,0.5149,"(0.0405,0.5149)",0.2384831,0.0673435,0.0045351,0.270525,0.3927,0.22155,0.0677,0.1889,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2017001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2017,6267,-0.0079,0.5314,"(-0.0079,0.5314)",0.2533929,0.0655506,0.0042969,0.2879,0.4123,0.2394,0.0904,0.2049,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2017032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2017,6268,-0.0025,0.5079,"(-0.0025,0.5079)",0.2320172,0.0591786,0.0035021,0.2603,0.366,0.21815,0.0876,0.1896,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2018001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2018,6268,-0.0146,0.5575,"(-0.0146,0.5575)",0.2667733,0.0788695,0.0062204,0.31545,0.482,0.25025,0.0377,0.204175,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2018032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2018,6268,0.0365,0.5246,"(0.0365,0.5246)",0.236382,0.0645406,0.0041655,0.274525,0.4074,0.2239,0.0561,0.1858,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2019001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2019,6268,0.0743,0.4939,"(0.0743,0.4939)",0.2062686,0.0613512,0.003764,0.2313,0.33,0.1886,0.0743,0.165,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2019032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2019,6268,0.0734,0.5236,"(0.0734,0.5236)",0.210166,0.061766,0.003815,0.234,0.3306,0.19135,0.0734,0.1696,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2020001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2020,6268,0.0497,0.5689,"(0.0497,0.5689)",0.2661291,0.0691184,0.0047774,0.3043,0.4382,0.25105,0.0826,0.215,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2020032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2020,6268,0.0571,0.5584,"(0.0571,0.5584)",0.241533,0.0636865,0.004056,0.2727,0.3889,0.2247,0.098,0.1952,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2021001_aid0008,_1_km_monthly_EVI,aid0008,01/01/2021,6268,-0.0438,0.5589,"(-0.0438,0.5589)",0.2640961,0.0765955,0.0058669,0.3072,0.4563,0.2433,0.1041,0.2077,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2021032_aid0008,_1_km_monthly_EVI,aid0008,01/02/2021,6268,-0.0152,0.5589,"(-0.0152,0.5589)",0.2494074,0.0699711,0.0048959,0.284725,0.4133,0.2299,0.0919,0.198575,Sirohi
MOD13A3_006__1_km_monthly_EVI_doy2000032_aid0009,_1_km_monthly_EVI,aid0009,01/02/2000,8844,-0.0372,0.5106,"(-0.0372,0.5106)",0.2026741,0.0617637,0.0038148,0.232825,0.3445,0.1867,0.0499,0.1582,Tonk
