,Count,Minimum,Maximum,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile,District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),Month
929,13600,-0.07200000000000001,0.5631,0.2461114,0.1090604,0.0118942,0.318,0.5513,0.2031,-0.0519,0.1623,JAIPUR,2009,Rabi       ,136789,425084,3.1075890605238725,02
931,13601,0.0271,0.5285,0.21089670000000002,0.10831410000000001,0.0117319,0.2863,0.5285,0.1655,0.0271,0.1229,JAIPUR,2010,Rabi       ,139226,447502,3.214212862540043,02
933,13589,-0.0916,0.5985,0.30582600000000004,0.10511199999999998,0.0110485,0.3832,0.5985,0.2939,-0.0148,0.2233,JAIPUR,2011,Rabi       ,158861,590946,3.7198934917947137,02
935,13601,-0.139,0.5667,0.24819560000000002,0.0937723,0.008793299999999999,0.3045,0.4958,0.2235,-0.0128,0.1769,JAIPUR,2012,Rabi       ,148076,461366,3.1157378643399336,02
937,13574,-0.0681,0.6276,0.28346409999999994,0.11083050000000001,0.0122834,0.359375,0.6026,0.2607,-0.0403,0.1971,JAIPUR,2013,Rabi       ,151092,510277,3.3772602123209703,02
939,13601,0.0061,0.6735,0.30686620000000003,0.1133491,0.012847999999999998,0.3921,0.6608,0.2943,0.0061,0.2129,JAIPUR,2014,Rabi       ,153563,473829,3.0855674869597496,02
941,13601,-0.0141,0.6022,0.267273,0.1037078,0.010755299999999999,0.3399,0.5716,0.2438,-0.0141,0.1846,JAIPUR,2015,Rabi       ,157649,502927,3.19016930015414,02
943,13601,0.0366,0.5429999999999999,0.22835789999999997,0.100655,0.010131399999999999,0.2914,0.5044,0.1921,0.0366,0.1494,JAIPUR,2016,Rabi       ,150350,477120,3.173395410708347,02
945,13601,0.0077,0.5801,0.2592866,0.09561610000000001,0.009142399999999998,0.3196,0.5221,0.2416,0.0077,0.184,JAIPUR,2017,Rabi       ,157232,569358,3.6211331026763,02
947,13601,0.0345,0.5824,0.2198645,0.0956956,0.0091576,0.2653,0.43700000000000006,0.1834,0.0345,0.1508,JAIPUR,2018,Rabi       ,140904,512683,3.638526940328167,02
949,13601,0.0346,0.5849,0.2535342,0.0967562,0.0093618,0.309,0.5051,0.2286,0.0346,0.1782,JAIPUR,2019,Rabi       ,139519,530407,3.801682924906285,02
951,45852,-0.0953,0.322,0.0712743,0.0152804,0.00023349999999999998,0.0791,0.1052,0.0693,0.0357,0.0617,JAISALMER,2001,Rabi       ,11003,26426,2.4017086249204764,02
953,45853,-0.0154,0.3101,0.0836451,0.0199678,0.0003987,0.0933,0.127,0.0807,0.0379,0.0708,JAISALMER,2002,Rabi       ,11448,31975,2.7930642907058,02
955,45852,0.0209,0.3756,0.05878440000000001,0.014627000000000001,0.00021390000000000002,0.0623,0.0782,0.0565,0.0358,0.0517,JAISALMER,2003,Rabi       ,7486,20280,2.7090569062249528,02
957,45853,-0.0138,0.3722,0.09677039999999999,0.0297776,0.0008867000000000001,0.111,0.163,0.0909,0.0243,0.0763,JAISALMER,2004,Rabi       ,5377,15023,2.7939371396689605,02
959,45853,0.0202,0.4171,0.0666729,0.0214132,0.0004585,0.0704,0.0912,0.0624,0.0357,0.0565,JAISALMER,2005,Rabi       ,4821,13686,2.838830118232732,02
961,45853,-0.0228,0.4477,0.07352280000000001,0.0281563,0.0007928,0.0773,0.105,0.0684,0.0324,0.0588,JAISALMER,2006,Rabi       ,13015,35942,2.7615827890895117,02
963,45842,-0.0836,0.5089,0.09131189999999999,0.0342965,0.0011763,0.0976,0.1339,0.0845,0.0371,0.0734,JAISALMER,2007,Rabi       ,13030,19197,1.4732924021488871,02
965,45850,-0.0457,0.40700000000000003,0.0771529,0.0274462,0.0007532999999999999,0.0818,0.1098,0.0711,0.0353,0.0631,JAISALMER,2008,Rabi       ,9696,8987,0.9268770627062708,02
967,45853,0.0229,0.4747,0.07846689999999999,0.033482099999999994,0.001121,0.0781,0.1004,0.07,0.0409,0.0632,JAISALMER,2009,Rabi       ,9521,7878,0.827434093057452,02
969,45853,0.0205,0.4681,0.0662495,0.0246957,0.0006099,0.0696,0.0924,0.0613,0.0326,0.0544,JAISALMER,2010,Rabi       ,10768,12725,1.1817421991084696,02
971,45853,-0.0666,0.4938,0.1005183,0.0333564,0.0011126,0.1065,0.1395,0.0947,0.0515,0.0845,JAISALMER,2011,Rabi       ,15127,51937,3.433397236729028,02
973,45845,-0.0983,0.4314,0.1083522,0.0336626,0.0011332,0.1198,0.1663,0.1024,0.0447,0.0888,JAISALMER,2012,Rabi       ,14076,18403,1.3074026712134128,02
975,45853,0.033,0.5606,0.0936495,0.037704699999999994,0.0014215999999999999,0.1025,0.1479,0.0845,0.033,0.0722,JAISALMER,2013,Rabi       ,13424,17467,1.3011769964243147,02
977,45853,0.034,0.508,0.09109550000000001,0.035833699999999996,0.0012840999999999998,0.0958,0.1297,0.0834,0.0414,0.0732,JAISALMER,2014,Rabi       ,13709,18128,1.322342986359326,02
979,45853,0.0273,0.4513,0.0797132,0.0342315,0.0011718,0.0831,0.1138,0.0704,0.0319,0.0626,JAISALMER,2015,Rabi       ,10318,10022,0.9713122698197324,02
981,45853,-0.0768,0.5555,0.098719,0.038139599999999996,0.0014546,0.1061,0.1467,0.0911,0.0425,0.079,JAISALMER,2016,Rabi       ,12514,17427,1.3926002876778008,02
983,45853,0.0299,0.509,0.0871699,0.0377891,0.001428,0.0922,0.1297,0.0781,0.0299,0.0672,JAISALMER,2017,Rabi       ,9989,13824,1.383922314546001,02
985,45853,0.0315,0.496,0.0909436,0.0370652,0.0013737999999999999,0.0975,0.1375,0.0799,0.0315,0.0708,JAISALMER,2018,Rabi       ,8983,16116,1.7940554380496494,02
987,45853,0.0204,0.4926,0.0797872,0.0424555,0.0018024999999999998,0.0826,0.1202,0.0663,0.0204,0.0575,JAISALMER,2019,Rabi       ,7882,14209,1.8027150469424005,02
989,7796,0.0604,0.5184,0.1825881,0.0766375,0.005873300000000001,0.2089,0.3277,0.1628,0.0604,0.1295,JHALAWAR,2001,Rabi       ,45144,86361,1.9130116959064327,02
991,7796,0.0628,0.5295,0.2010666,0.0871974,0.007603399999999999,0.2465,0.4144,0.18075,0.0628,0.134275,JHALAWAR,2002,Rabi       ,48161,121599,2.524843753244326,02
993,7796,0.0409,0.5710000000000001,0.1550098,0.0661944,0.0043817,0.1723,0.2608,0.14095,0.0409,0.1133,JHALAWAR,2003,Rabi       ,21558,48080,2.2302625475461544,02
995,7796,0.0462,0.5209,0.2168144,0.0923036,0.00852,0.261025,0.4273,0.1906,0.0462,0.1501,JHALAWAR,2004,Rabi       ,34651,96196,2.776139216761421,02
997,7796,-0.0213,0.5791,0.22688070000000002,0.0913015,0.008336,0.288225,0.4877,0.212,-0.0213,0.155075,JHALAWAR,2005,Rabi       ,49431,161194,3.260990066962028,02
999,7795,0.0617,0.5448,0.20416220000000002,0.09124249999999999,0.008325200000000001,0.23475,0.3753,0.1769,0.0617,0.1409,JHALAWAR,2006,Rabi       ,37166,102947,2.7699241241995374,02
1001,7795,0.0298,0.5661,0.23634439999999998,0.0898581,0.0080745,0.30205,0.5107,0.2256,0.0298,0.16275,JHALAWAR,2007,Rabi       ,72456,235175,3.245762945787789,02
1003,7796,0.057999999999999996,0.5422,0.22409310000000002,0.092477,0.008551999999999999,0.2754,0.4605,0.19795,0.057999999999999996,0.1517,JHALAWAR,2008,Rabi       ,57376,164458,2.866320412716118,02
1005,7796,-0.0109,0.537,0.22655509999999998,0.090227,0.0081409,0.2798,0.4641,0.2081,-0.0109,0.1567,JHALAWAR,2009,Rabi       ,58810,163674,2.7830981125658902,02
1007,7796,0.0051,0.5527,0.23722390000000002,0.08743889999999999,0.007645600000000001,0.2948,0.4846,0.23005,0.0051,0.1669,JHALAWAR,2010,Rabi       ,67915,226609,3.3366561142604727,02
1009,7796,0.0786,0.5838,0.2398036,0.1029657,0.0106019,0.2925,0.4882,0.21175,0.0786,0.162,JHALAWAR,2011,Rabi       ,70511,222286,3.1525010282083645,02
1011,7796,-0.0259,0.573,0.2810605,0.10460919999999999,0.010943099999999999,0.364625,0.573,0.2719,-0.0259,0.1905,JHALAWAR,2012,Rabi       ,87563,330747,3.7772460970958055,02
1013,7795,-0.0174,0.6354,0.29725050000000003,0.113883,0.012969299999999998,0.3819,0.6354,0.2826,-0.0174,0.2024,JHALAWAR,2013,Rabi       ,86055,279018,3.2423217709604324,02
1015,7795,-0.0296,0.6839,0.31987740000000003,0.12323579999999999,0.0151871,0.4135,0.6839,0.3274,-0.0296,0.21245,JHALAWAR,2014,Rabi       ,106834,329955,3.0884830671883483,02
1017,7796,-0.002,0.6082,0.2899919,0.11510619999999999,0.0132494,0.3795,0.6082,0.2838,-0.002,0.192275,JHALAWAR,2015,Rabi       ,112534,352790,3.1349636554285816,02
1019,7796,-0.0283,0.5751,0.26653879999999996,0.1100798,0.012117600000000001,0.3509,0.5751,0.25305,-0.0283,0.1736,JHALAWAR,2016,Rabi       ,102108,354563,3.4724311513299644,02
1021,7794,-0.0107,0.6133,0.2956988,0.11372349999999999,0.012933000000000002,0.3838,0.6133,0.2946,-0.0107,0.196625,JHALAWAR,2017,Rabi       ,109041,417546,3.8292568850248982,02
1023,7796,-0.0224,0.6355,0.2709394,0.1063807,0.0113169,0.3462,0.5884,0.25505,-0.0224,0.182375,JHALAWAR,2018,Rabi       ,102202,413256,4.043521653196612,02
1025,7796,-0.0195,0.6867,0.3447175,0.1279639,0.0163748,0.441625,0.6867,0.3477,-0.0195,0.235175,JHALAWAR,2019,Rabi       ,105638,426073,4.03333080898919,02
1027,27279,0.0466,0.5144,0.11096189999999999,0.046889,0.0021986,0.1252,0.1928,0.0975,0.0466,0.0801,JODHPUR,2001,Rabi       ,46851,101724,2.171223666517257,02
1029,27279,0.0515,0.506,0.1168675,0.0462121,0.0021355999999999997,0.1327,0.2018,0.1039,0.0515,0.0866,JODHPUR,2002,Rabi       ,38463,104487,2.7165587707667114,02
1031,27279,0.0414,0.4638,0.0930054,0.0445124,0.0019814,0.1029,0.1581,0.0791,0.0414,0.0661,JODHPUR,2003,Rabi       ,40643,80102,1.9708682922028395,02
1033,27279,0.0508,0.5318,0.1258271,0.051465,0.0026486,0.1421,0.2184,0.1169,0.0508,0.0912,JODHPUR,2004,Rabi       ,36836,93104,2.527527418829406,02
1035,27279,0.0393,0.5192,0.11164729999999999,0.055283000000000006,0.0030562,0.1275,0.2058,0.0991,0.0393,0.0753,JODHPUR,2005,Rabi       ,34403,76125,2.2127430747318546,02
1037,27279,0.0525,0.52,0.11265719999999999,0.0489186,0.002393,0.1278,0.1996,0.1016,0.0525,0.0799,JODHPUR,2006,Rabi       ,35843,75319,2.1013587032335463,02
1039,27279,0.0398,0.526,0.11046960000000002,0.0501787,0.0025179,0.12300000000000001,0.1945,0.1027,0.0398,0.0753,JODHPUR,2007,Rabi       ,37751,76355,2.022595427935684,02
1041,27279,0.0446,0.521,0.11660510000000002,0.05478580000000001,0.0030015000000000003,0.1314,0.2083,0.1033,0.0446,0.0801,JODHPUR,2008,Rabi       ,41824,86363,2.064914881407804,02
1043,27279,0.0448,0.4822,0.11442480000000001,0.0473299,0.0022401,0.1298,0.2037,0.105,0.0448,0.0805,JODHPUR,2009,Rabi       ,41501,81665,1.967783908821474,02
1045,27279,0.0454,0.4746,0.10976949999999999,0.053029599999999996,0.0028120999999999997,0.1212,0.1929,0.0984,0.0454,0.0734,JODHPUR,2010,Rabi       ,53143,132805,2.4990120994298404,02
1047,27279,0.0552,0.5369,0.1384185,0.057913099999999995,0.0033539,0.15535,0.2377,0.1237,0.0552,0.1004,JODHPUR,2011,Rabi       ,59285,149046,2.5140592055325968,02
1049,27279,0.0563,0.4728,0.13787249999999998,0.040549800000000004,0.0016442999999999998,0.151,0.2107,0.1308,0.0563,0.1112,JODHPUR,2012,Rabi       ,50154,136352,2.7186665071579537,02
1051,27279,0.0453,0.5606,0.1478275,0.05986759999999999,0.0035841000000000002,0.16585,0.2476,0.1319,0.0453,0.1113,JODHPUR,2013,Rabi       ,60974,133164,2.183947256207564,02
1053,27279,0.0591,0.508,0.15399129999999997,0.06137530000000001,0.0037669000000000005,0.1788,0.2819,0.1396,0.0591,0.11,JODHPUR,2014,Rabi       ,67879,152460,2.2460554810766222,02
1055,27279,0.0445,0.499,0.14861839999999998,0.058368899999999994,0.0034069000000000005,0.17300000000000001,0.2774,0.1401,0.0445,0.1034,JODHPUR,2015,Rabi       ,67781,130806,1.9298328440123336,02
1057,27279,0.0581,0.5555,0.155339,0.060299599999999995,0.003636,0.1772,0.2718,0.1382,0.0581,0.1141,JODHPUR,2016,Rabi       ,69216,136221,1.9680565187239945,02
1059,27279,0.0493,0.5228,0.1575984,0.0662992,0.0043956,0.1877,0.3082,0.1427,0.0493,0.10735,JODHPUR,2017,Rabi       ,77939,180677,2.31818473421522,02
1061,27279,0.0465,0.5062,0.15410870000000002,0.0588487,0.0034631999999999996,0.1787,0.2775,0.1458,0.0465,0.1128,JODHPUR,2018,Rabi       ,66071,150969,2.2849510375202438,02
1063,27279,0.0507,0.5001,0.15022729999999998,0.06586560000000001,0.004338300000000001,0.1762,0.2883,0.1338,0.0507,0.1014,JODHPUR,2019,Rabi       ,63675,149730,2.351472320376914,02
