File Name,Dataset,District,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2006,33745,0.0594,0.7158,"(0.0594,0.7158)",0.1278613,0.0456376,0.0020828,0.1415,0.2009,0.1165,0.0594,0.1019
MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2006,33745,0.0554,0.7049,"(0.0554,0.7049)",0.1247847,0.041929,0.001758,0.1381,0.1952,0.1136,0.0554,0.1
MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2007,33743,-0.1733,0.6961,"(-0.1733,0.6961)",0.1789741,0.0515239,0.0026547,0.2001,0.2794,0.1686,0.0691,0.1472
MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2007,33743,-0.1385,0.6733,"(-0.1385,0.6733)",0.1693673,0.0493418,0.0024346,0.18955,0.2667,0.1579,0.0641,0.1381
MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2008,33745,0.0573,0.6388,"(0.0573,0.6388)",0.1538427,0.0426807,0.0018216,0.1622,0.2081,0.1455,0.0859,0.1316
MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2008,33745,0.0593,0.7001,"(0.0593,0.7001)",0.14151,0.0427011,0.0018234,0.149,0.1946,0.1311,0.073,0.1186
MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2009,33745,0.0588,0.6896,"(0.0588,0.6896)",0.1477935,0.049665,0.0024666,0.1587,0.2155,0.1375,0.064,0.1208
MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2009,33745,0.0612,0.6159,"(0.0612,0.6159)",0.1379836,0.0423527,0.0017937,0.1492,0.2023,0.1276,0.0612,0.1138
MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2010,33745,0.0345,0.7527,"(0.0345,0.7527)",0.1397547,0.0463272,0.0021462,0.1478,0.1965,0.1295,0.0669,0.1153
MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2010,33745,0.0495,0.7527,"(0.0495,0.7527)",0.1333559,0.0468595,0.0021958,0.1403,0.189,0.1198,0.0602,0.1078
MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2011,33743,-0.12,0.6974,"(-0.12,0.6974)",0.1908402,0.0503032,0.0025304,0.207,0.2751,0.1795,0.0965,0.1616
MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2011,33744,-0.0638,0.7503,"(-0.0638,0.7503)",0.1829328,0.056474,0.0031893,0.2023,0.2836,0.1669,0.0668,0.1481
MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2012,33745,-0.128,0.648,"(-0.128,0.648)",0.1981086,0.0340496,0.0011594,0.2104,0.2573,0.1932,0.1323,0.1791
MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2012,33745,0.0625,0.6325,"(0.0625,0.6325)",0.18157,0.0348537,0.0012148,0.1933,0.2411,0.1758,0.1136,0.1614
MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2013,33745,-0.0903,0.6285,"(-0.0903,0.6285)",0.1848553,0.0400081,0.0016006,0.1948,0.2414,0.1774,0.1175,0.1637
MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2013,33745,-0.0012,0.6864,"(-0.0012,0.6864)",0.1769352,0.0520669,0.002711,0.1859,0.2411,0.1636,0.0943,0.1491
MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2014,33745,0.0644,0.651,"(0.0644,0.651)",0.1876859,0.0517715,0.0026803,0.2076,0.283,0.1824,0.0821,0.1573
MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2014,33745,0.0612,0.6706,"(0.0612,0.6706)",0.1803364,0.0557305,0.0031059,0.2018,0.2855,0.17,0.0776,0.1459
MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2015,33745,0.0552,0.633,"(0.0552,0.633)",0.1693549,0.057234,0.0032757,0.1933,0.2887,0.1634,0.0552,0.1297
MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2015,33745,0.0625,0.6145,"(0.0625,0.6145)",0.1634197,0.0582255,0.0033902,0.1855,0.278,0.1528,0.0625,0.1238
MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2016,33745,-0.1059,0.6356,"(-0.1059,0.6356)",0.1830726,0.0472289,0.0022306,0.1942,0.2491,0.1742,0.1028,0.1576
MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2016,33745,-0.0526,0.6389,"(-0.0526,0.6389)",0.1781448,0.0524202,0.0027479,0.1891,0.25,0.1646,0.0878,0.1485
MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2017,33745,-0.0731,0.6543,"(-0.0731,0.6543)",0.1856443,0.0554788,0.0030779,0.2009,0.2739,0.1713,0.0817,0.1522
MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2017,33745,0.007,0.6754,"(0.007,0.6754)",0.1749136,0.0613384,0.0037624,0.1941,0.2818,0.1545,0.0612,0.1356
MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2018,33745,-0.1888,0.6899,"(-0.1888,0.6899)",0.1935952,0.0564259,0.0031839,0.2141,0.2975,0.1798,0.0783,0.1585
MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2018,33745,-0.0971,0.5812,"(-0.0971,0.5812)",0.1851144,0.0567435,0.0032198,0.2076,0.2968,0.1694,0.061,0.1481
MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2019,33745,0.0026,0.6035,"(0.0026,0.6035)",0.1549085,0.0454582,0.0020665,0.1713,0.2404,0.1482,0.0616,0.1252
MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2019,33745,0.0602,0.7002,"(0.0602,0.7002)",0.1561775,0.0575401,0.0033109,0.1741,0.2572,0.1427,0.0602,0.1187
MOD13A3_006__1_km_monthly_NDVI_doy2020001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2020,33745,-0.0634,0.7232,"(-0.0634,0.7232)",0.1952642,0.060731,0.0036883,0.2229,0.3249,0.1825,0.0539,0.1549
MOD13A3_006__1_km_monthly_NDVI_doy2020032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2020,33745,-0.0153,0.7042,"(-0.0153,0.7042)",0.1834356,0.0657229,0.0043195,0.2132,0.3246,0.1629,0.0803,0.1389
MOD13A3_006__1_km_monthly_NDVI_doy2021001_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/01/2021,33745,-0.0508,0.6392,"(-0.0508,0.6392)",0.1829574,0.0483007,0.002333,0.1996,0.269,0.1731,0.0839,0.1533
MOD13A3_006__1_km_monthly_NDVI_doy2021032_aid0015,_1_km_monthly_NDVI,Barmer,aid0015,01/02/2021,33745,0.0186,0.6289,"(0.0186,0.6289)",0.178159,0.0536711,0.0028806,0.198,0.2805,0.1626,0.0737,0.1429
MOD13A3_006__1_km_monthly_NDVI_doy2000032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2000,6305,0.1838,0.7973,"(0.1838,0.7973)",0.5195789,0.1274547,0.0162447,0.6115,0.7973,0.5499,0.2273,0.4578
MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2001,6305,0.1802,0.7998,"(0.1802,0.7998)",0.5154544,0.1258525,0.0158389,0.6079,0.7998,0.5384,0.198,0.4437
MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2001,6305,0.188,0.8169,"(0.188,0.8169)",0.546672,0.1447209,0.0209441,0.6581,0.8169,0.5847,0.188,0.4613
MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2002,6305,0.1983,0.7625,"(0.1983,0.7625)",0.5291862,0.1188072,0.0141152,0.6168,0.7625,0.5607,0.2476,0.4691
MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2002,6305,0.1948,0.822,"(0.1948,0.822)",0.5818165,0.1377239,0.0189679,0.6801,0.822,0.623,0.2839,0.5216
MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2003,6305,0.1843,0.7922,"(0.1843,0.7922)",0.5544878,0.1343829,0.0180588,0.6541,0.7922,0.5894,0.2489,0.4919
MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2003,6305,0.1656,0.8013,"(0.1656,0.8013)",0.5615798,0.1442438,0.0208063,0.6709,0.8013,0.6028,0.2349,0.4962
MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2004,6305,0.1985,0.8017,"(0.1985,0.8017)",0.6006713,0.1273787,0.0162253,0.6855,0.8017,0.6427,0.3813,0.5637
MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2004,6305,0.1799,0.8101,"(0.1799,0.8101)",0.5760376,0.1306158,0.0170605,0.666,0.8101,0.6162,0.3224,0.5283
MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2005,6305,0.1873,0.8002,"(0.1873,0.8002)",0.6060028,0.1264261,0.0159836,0.6867,0.8002,0.6532,0.4119,0.5767
MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2005,6305,0.1673,0.788,"(0.1673,0.788)",0.5591399,0.125287,0.0156968,0.6408,0.788,0.6016,0.3421,0.5213
MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2006,6305,0.1894,0.8092,"(0.1894,0.8092)",0.5774269,0.1335986,0.0178486,0.6768,0.8092,0.6177,0.2738,0.5156
MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2006,6305,0.1913,0.7808,"(0.1913,0.7808)",0.5280343,0.1242255,0.015432,0.6163,0.7808,0.5608,0.2456,0.468
MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2007,6305,0.1803,0.7639,"(0.1803,0.7639)",0.5427492,0.1253418,0.0157106,0.6332,0.7639,0.5732,0.2641,0.4853
MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2007,6305,0.1865,0.8213,"(0.1865,0.8213)",0.5802438,0.1511552,0.0228479,0.6974,0.8213,0.6237,0.1865,0.4909
MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2008,6305,0.1456,0.7801,"(0.1456,0.7801)",0.5335062,0.1349205,0.0182035,0.635,0.7801,0.5663,0.2104,0.4651
MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2008,6305,0.1621,0.7951,"(0.1621,0.7951)",0.5373615,0.1472277,0.021676,0.6525,0.7951,0.5749,0.1621,0.4451
MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2009,6305,0.1833,0.8147,"(0.1833,0.8147)",0.6102974,0.1294519,0.0167578,0.6979,0.8147,0.6531,0.3796,0.5705
MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2009,6305,0.186,0.8029,"(0.186,0.8029)",0.5365007,0.1210117,0.0146438,0.6244,0.8029,0.5609,0.2575,0.4775
MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2010,6305,0.1909,0.8103,"(0.1909,0.8103)",0.6398091,0.1286409,0.0165485,0.7239,0.8103,0.6883,0.4345,0.6081
MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2010,6305,0.1916,0.8184,"(0.1916,0.8184)",0.588841,0.1278441,0.0163441,0.6753,0.8184,0.6218,0.3538,0.5467
MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2011,6305,0.1846,0.7811,"(0.1846,0.7811)",0.6092598,0.1103018,0.0121665,0.6818,0.7811,0.6453,0.4197,0.5768
MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2011,6305,0.2013,0.8462,"(0.2013,0.8462)",0.653821,0.1282918,0.0164588,0.7353,0.8462,0.6955,0.469,0.6285
MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2012,6305,0.1466,0.7893,"(0.1466,0.7893)",0.6210698,0.1216317,0.0147943,0.7039,0.7893,0.6603,0.399,0.5819
MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2012,6305,0.1662,0.7989,"(0.1662,0.7989)",0.5770931,0.1191316,0.0141923,0.66,0.7989,0.6092,0.3493,0.5356
MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2013,6305,0.1816,0.7692,"(0.1816,0.7692)",0.5883593,0.1125192,0.0126606,0.6672,0.7692,0.6215,0.3678,0.5474
MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2013,6305,0.1425,0.8284,"(0.1425,0.8284)",0.6102622,0.1244877,0.0154972,0.694,0.8284,0.6454,0.3924,0.5731
MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2014,6305,0.1547,0.8342,"(0.1547,0.8342)",0.6363463,0.1134682,0.012875,0.7121,0.8342,0.6726,0.4321,0.6
MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2014,6305,0.1575,0.8329,"(0.1575,0.8329)",0.6548004,0.1234966,0.0152514,0.7353,0.8329,0.6948,0.4627,0.6259
MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2015,6305,0.1331,0.8033,"(0.1331,0.8033)",0.6138651,0.1208534,0.0146056,0.6964,0.8033,0.6524,0.3879,0.5729
MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2015,6305,0.1288,0.8321,"(0.1288,0.8321)",0.6389935,0.1354244,0.0183398,0.7317,0.8321,0.6862,0.3851,0.5929
MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2016,6305,0.1362,0.8405,"(0.1362,0.8405)",0.6051057,0.1286281,0.0165452,0.6905,0.8405,0.648,0.3786,0.5657
MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2016,6305,0.1136,0.8425,"(0.1136,0.8425)",0.631183,0.1482905,0.0219901,0.7342,0.8425,0.685,0.344,0.5779
MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2017,6305,0.1483,0.8029,"(0.1483,0.8029)",0.6340979,0.1256331,0.0157837,0.7176,0.8029,0.6784,0.417,0.5973
MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2017,6305,0.1476,0.8338,"(0.1476,0.8338)",0.6063599,0.1316073,0.0173205,0.6986,0.8338,0.644,0.3264,0.5497
MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2018,6305,0.1334,0.837,"(0.1334,0.837)",0.5981552,0.1481493,0.0219482,0.7108,0.837,0.6452,0.2301,0.5185
MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2018,6305,0.1329,0.8266,"(0.1329,0.8266)",0.577089,0.1477448,0.0218285,0.6914,0.8266,0.6184,0.1925,0.4918
MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2019,6305,0.1605,0.8428,"(0.1605,0.8428)",0.6426748,0.1299291,0.0168816,0.7275,0.8428,0.6874,0.4415,0.6131
MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2019,6305,0.1626,0.8425,"(0.1626,0.8425)",0.643791,0.1307182,0.0170873,0.7269,0.8425,0.6881,0.4422,0.6129
MOD13A3_006__1_km_monthly_NDVI_doy2020001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2020,6305,0.1449,0.8821,"(0.1449,0.8821)",0.6762883,0.1329728,0.0176818,0.7592,0.8821,0.7207,0.4855,0.6497
MOD13A3_006__1_km_monthly_NDVI_doy2020032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2020,6305,0.1391,0.8733,"(0.1391,0.8733)",0.671008,0.1429064,0.0204223,0.7634,0.8733,0.7192,0.4478,0.6371
MOD13A3_006__1_km_monthly_NDVI_doy2021001_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/01/2021,6305,0.1466,0.8518,"(0.1466,0.8518)",0.6583818,0.1324345,0.0175389,0.7418,0.8518,0.6997,0.4578,0.6281
MOD13A3_006__1_km_monthly_NDVI_doy2021032_aid0016,_1_km_monthly_NDVI,Bharatpur,aid0016,01/02/2021,6305,0.1609,0.8359,"(0.1609,0.8359)",0.658429,0.1412694,0.019957,0.7536,0.8359,0.708,0.4033,0.6133
MOD13A3_006__1_km_monthly_NDVI_doy2000032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2000,12646,0.0896,0.7631,"(0.0896,0.7631)",0.2428426,0.0711992,0.0050693,0.259,0.3464,0.2245,0.1218,0.2007
MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2001,12647,0.0172,0.7895,"(0.0172,0.7895)",0.2597734,0.0746524,0.005573,0.2762,0.3669,0.2409,0.1345,0.2157
MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2001,12647,0.0884,0.778,"(0.0884,0.778)",0.2452537,0.0712014,0.0050696,0.2591,0.3428,0.2271,0.1289,0.2032
MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2002,12647,-0.0587,0.7738,"(-0.0587,0.7738)",0.3073614,0.0953989,0.0091009,0.34025,0.484,0.2781,0.1031,0.2444
MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2002,12647,0.0461,0.7946,"(0.0461,0.7946)",0.2933977,0.095747,0.0091675,0.32465,0.4648,0.2625,0.1234,0.2312
MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2003,12647,0.1066,0.7782,"(0.1066,0.7782)",0.2321627,0.0596956,0.0035636,0.2494,0.328,0.2213,0.1192,0.1969
MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2003,12647,0.0962,0.734,"(0.0962,0.734)",0.2148326,0.0628887,0.003955,0.2305,0.3097,0.2016,0.104,0.1777
MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2004,12647,0.0592,0.766,"(0.0592,0.766)",0.2697305,0.0772086,0.0059612,0.28745,0.3818,0.2503,0.1335,0.2245
MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2004,12647,0.1111,0.7893,"(0.1111,0.7893)",0.2655875,0.0830108,0.0068908,0.2815,0.3769,0.2437,0.1259,0.2179
MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2005,12644,-0.1791,0.7566,"(-0.1791,0.7566)",0.3312553,0.1040537,0.0108272,0.381,0.5691,0.3013,0.0717,0.2556
MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2005,12646,-0.0908,0.7822,"(-0.0908,0.7822)",0.3156929,0.1072642,0.0115056,0.3671,0.5628,0.283,0.0476,0.2366
MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2006,12647,-0.0151,0.7723,"(-0.0151,0.7723)",0.3101356,0.085174,0.0072546,0.344,0.4805,0.2866,0.1247,0.253
MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2006,12647,-0.0045,0.7776,"(-0.0045,0.7776)",0.2855399,0.0805692,0.0064914,0.31035,0.4244,0.2625,0.1236,0.2343
MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2007,12639,-0.1558,0.8015,"(-0.1558,0.8015)",0.3571992,0.1079726,0.0116581,0.4069,0.5939,0.3269,0.0951,0.28215
MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2007,12644,-0.0251,0.8211,"(-0.0251,0.8211)",0.3474843,0.1088758,0.0118539,0.3929,0.5742,0.3157,0.097,0.272
MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2008,12647,-0.1674,0.7825,"(-0.1674,0.7825)",0.3171985,0.0932254,0.008691,0.3481,0.4841,0.29,0.1361,0.2574
MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2008,12647,0.0542,0.798,"(0.0542,0.798)",0.3071524,0.0940316,0.0088419,0.3373,0.4731,0.2779,0.1151,0.2467
MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2009,12647,0.0208,0.7752,"(0.0208,0.7752)",0.3072306,0.0976184,0.0095294,0.3417,0.4896,0.2784,0.106,0.243
MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2009,12647,0.0744,0.7552,"(0.0744,0.7552)",0.2691466,0.082868,0.0068671,0.2924,0.4033,0.2457,0.1085,0.21845
MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2010,12647,0.0702,0.7693,"(0.0702,0.7693)",0.2711789,0.0760834,0.0057887,0.2908,0.3889,0.2513,0.1308,0.2254
MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2010,12647,0.0632,0.7575,"(0.0632,0.7575)",0.2421629,0.0676789,0.0045804,0.2563,0.3359,0.2254,0.1291,0.2032
MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2011,12643,-0.162,0.7995,"(-0.162,0.7995)",0.3888925,0.0973388,0.0094748,0.44005,0.6179,0.3695,0.1544,0.3214
MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2011,12647,-0.081,0.8479,"(-0.081,0.8479)",0.4140753,0.1173532,0.0137718,0.48215,0.7114,0.3937,0.1028,0.3291
MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2012,12647,-0.0084,0.7527,"(-0.0084,0.7527)",0.3524518,0.0871847,0.0076012,0.3898,0.5353,0.3294,0.151,0.2928
MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2012,12647,-0.0353,0.7815,"(-0.0353,0.7815)",0.3380635,0.0950067,0.0090263,0.3747,0.5263,0.3097,0.1254,0.2736
MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2013,12647,-0.1732,0.7611,"(-0.1732,0.7611)",0.3578286,0.0832232,0.0069261,0.396,0.5367,0.3389,0.1619,0.3022
MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/02/2013,12647,-0.1694,0.788,"(-0.1694,0.788)",0.3795357,0.1011584,0.010233,0.42885,0.6086,0.3543,0.1415,0.309
MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0017,_1_km_monthly_NDVI,Bhilwara,aid0017,01/01/2014,12647,-0.1361,0.8027,"(-0.1361,0.8027)",0.4260121,0.111545,0.0124423,0.49645,0.728,0.4023,0.1127,0.3413
