File Name,Dataset,District,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2005,5703,0.1025,0.6536,"(0.1025,0.6536)",0.2453969,0.0436452,0.0019049,0.26625,0.3415,0.2363,0.1415,0.21595
MOD13A3_006__1_km_monthly_NDVI_doy2006001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2006,5703,0.1212,0.7264,"(0.1212,0.7264)",0.3098677,0.0599919,0.003599,0.3373,0.4376,0.2991,0.1791,0.27
MOD13A3_006__1_km_monthly_NDVI_doy2006032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2006,5703,-0.0303,0.74,"(-0.0303,0.74)",0.288119,0.0603322,0.00364,0.3108,0.4014,0.2759,0.1612,0.2502
MOD13A3_006__1_km_monthly_NDVI_doy2007001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2007,5703,-0.1503,0.753,"(-0.1503,0.753)",0.3532041,0.0721528,0.005206,0.3875,0.5081,0.3421,0.1876,0.30695
MOD13A3_006__1_km_monthly_NDVI_doy2007032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2007,5703,-0.1453,0.7918,"(-0.1453,0.7918)",0.3474972,0.0808697,0.0065399,0.3806,0.5075,0.3308,0.1722,0.2956
MOD13A3_006__1_km_monthly_NDVI_doy2008001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2008,5701,0.0343,0.7875,"(0.0343,0.7875)",0.3315356,0.0696894,0.0048566,0.3641,0.48,0.3186,0.1727,0.2868
MOD13A3_006__1_km_monthly_NDVI_doy2008032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2008,5703,-0.126,0.7823,"(-0.126,0.7823)",0.3206327,0.0795121,0.0063222,0.35045,0.4712,0.303,0.1569,0.2697
MOD13A3_006__1_km_monthly_NDVI_doy2009001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2009,5703,0.0484,0.6571,"(0.0484,0.6571)",0.2813719,0.0548174,0.0030049,0.3128,0.416,0.2715,0.1409,0.2438
MOD13A3_006__1_km_monthly_NDVI_doy2009032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2009,5703,-0.0118,0.6538,"(-0.0118,0.6538)",0.2521779,0.0492437,0.0024249,0.2762,0.3608,0.2435,0.1348,0.2196
MOD13A3_006__1_km_monthly_NDVI_doy2010001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2010,5703,0.101,0.7275,"(0.101,0.7275)",0.2764554,0.0528858,0.0027969,0.3052,0.4005,0.2699,0.1444,0.2407
MOD13A3_006__1_km_monthly_NDVI_doy2010032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2010,5703,0.1111,0.7275,"(0.1111,0.7275)",0.2456664,0.0455771,0.0020773,0.2688,0.3488,0.2393,0.1376,0.2151
MOD13A3_006__1_km_monthly_NDVI_doy2011001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2011,5703,-0.0564,0.7657,"(-0.0564,0.7657)",0.3943415,0.0769568,0.0059223,0.4379,0.5831,0.3851,0.1959,0.3408
MOD13A3_006__1_km_monthly_NDVI_doy2011032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2011,5703,0.0936,0.8486,"(0.0936,0.8486)",0.3889618,0.0840404,0.0070628,0.4332,0.5849,0.3766,0.1806,0.33205
MOD13A3_006__1_km_monthly_NDVI_doy2012001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2012,5703,-0.0938,0.7176,"(-0.0938,0.7176)",0.3647676,0.0617407,0.0038119,0.3993,0.5115,0.3593,0.2147,0.3245
MOD13A3_006__1_km_monthly_NDVI_doy2012032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2012,5703,-0.0317,0.7368,"(-0.0317,0.7368)",0.33831,0.0669037,0.0044761,0.36905,0.4806,0.3282,0.1854,0.2946
MOD13A3_006__1_km_monthly_NDVI_doy2013001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2013,5703,-0.1293,0.6461,"(-0.1293,0.6461)",0.3587582,0.0593279,0.0035198,0.3905,0.4961,0.3515,0.2148,0.3201
MOD13A3_006__1_km_monthly_NDVI_doy2013032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2013,5703,-0.1662,0.78,"(-0.1662,0.78)",0.363975,0.0724051,0.0052425,0.3986,0.5212,0.3524,0.2004,0.3166
MOD13A3_006__1_km_monthly_NDVI_doy2014001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2014,5703,-0.0089,0.7352,"(-0.0089,0.7352)",0.3800404,0.0688554,0.0047411,0.4191,0.5465,0.3695,0.207,0.3339
MOD13A3_006__1_km_monthly_NDVI_doy2014032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2014,5703,-0.0519,0.7469,"(-0.0519,0.7469)",0.3637346,0.0775994,0.0060217,0.4018,0.5388,0.3495,0.1763,0.3104
MOD13A3_006__1_km_monthly_NDVI_doy2015001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2015,5703,0.0885,0.7672,"(0.0885,0.7672)",0.3677922,0.0683417,0.0046706,0.4032,0.5249,0.3574,0.2025,0.32185
MOD13A3_006__1_km_monthly_NDVI_doy2015032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2015,5703,0.0955,0.8115,"(0.0955,0.8115)",0.3422479,0.0759278,0.005765,0.3741,0.4972,0.3274,0.1687,0.2919
MOD13A3_006__1_km_monthly_NDVI_doy2016001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2016,5703,-0.0844,0.6472,"(-0.0844,0.6472)",0.3292907,0.0577614,0.0033364,0.35945,0.463,0.3204,0.187,0.2904
MOD13A3_006__1_km_monthly_NDVI_doy2016032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2016,5703,0.0959,0.703,"(0.0959,0.703)",0.3145992,0.0635298,0.004036,0.3444,0.4525,0.3021,0.1699,0.2721
MOD13A3_006__1_km_monthly_NDVI_doy2017001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2017,5703,-0.1022,0.8079,"(-0.1022,0.8079)",0.3928416,0.0797682,0.006363,0.4335,0.5736,0.3789,0.2016,0.3395
MOD13A3_006__1_km_monthly_NDVI_doy2017032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2017,5703,-0.1809,0.8086,"(-0.1809,0.8086)",0.3672745,0.0898239,0.0080683,0.4039,0.547,0.3477,0.1691,0.30835
MOD13A3_006__1_km_monthly_NDVI_doy2018001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2018,5702,-0.1818,0.7776,"(-0.1818,0.7776)",0.3851665,0.0774765,0.0060026,0.422575,0.5551,0.3728,0.2026,0.3342
MOD13A3_006__1_km_monthly_NDVI_doy2018032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2018,5703,-0.1442,0.7841,"(-0.1442,0.7841)",0.3474361,0.0803838,0.0064616,0.3764,0.4969,0.3304,0.1758,0.29585
MOD13A3_006__1_km_monthly_NDVI_doy2019001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2019,5703,-0.1675,0.6184,"(-0.1675,0.6184)",0.3333491,0.0517889,0.0026821,0.3625,0.4581,0.3245,0.2087,0.2987
MOD13A3_006__1_km_monthly_NDVI_doy2019032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2019,5703,0.1025,0.6973,"(0.1025,0.6973)",0.3242863,0.0627955,0.0039433,0.35075,0.4516,0.3102,0.1827,0.2835
MOD13A3_006__1_km_monthly_NDVI_doy2020001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2020,5703,-0.1072,0.7621,"(-0.1072,0.7621)",0.4228521,0.0746971,0.0055797,0.4644,0.6022,0.4135,0.2396,0.3724
MOD13A3_006__1_km_monthly_NDVI_doy2020032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2020,5703,0.1445,0.7925,"(0.1445,0.7925)",0.3937282,0.0881096,0.0077633,0.43505,0.5868,0.3737,0.1825,0.3338
MOD13A3_006__1_km_monthly_NDVI_doy2021001_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/01/2021,5703,0.1738,0.7653,"(0.1738,0.7653)",0.4095742,0.0784944,0.0061614,0.45165,0.5944,0.3976,0.2146,0.3564
MOD13A3_006__1_km_monthly_NDVI_doy2021032_aid0005,_1_km_monthly_NDVI,Rajsamand,aid0005,01/02/2021,5703,-0.1518,0.806,"(-0.1518,0.806)",0.3720269,0.0799319,0.0063891,0.4099,0.5455,0.3572,0.1863,0.3194
MOD13A3_006__1_km_monthly_NDVI_doy2000032_aid0006,_1_km_monthly_NDVI,Sawai Madhopur,aid0006,01/02/2000,5781,0.1072,0.7886,"(0.1072,0.7886)",0.3406542,0.1059049,0.0112158,0.4081,0.6314,0.3184,0.1072,0.259
MOD13A3_006__1_km_monthly_NDVI_doy2001001_aid0006,_1_km_monthly_NDVI,Sawai Madhopur,aid0006,01/01/2001,5783,-0.0483,0.7742,"(-0.0483,0.7742)",0.3785793,0.1210313,0.0146486,0.4686,0.7471,0.3522,0.1127,0.2826
MOD13A3_006__1_km_monthly_NDVI_doy2001032_aid0006,_1_km_monthly_NDVI,Sawai Madhopur,aid0006,01/02/2001,5783,0.1245,0.7972,"(0.1245,0.7972)",0.3483898,0.1162948,0.0135245,0.42,0.6595,0.3182,0.1245,0.2588
MOD13A3_006__1_km_monthly_NDVI_doy2002001_aid0006,_1_km_monthly_NDVI,Sawai Madhopur,aid0006,01/01/2002,5783,-0.1997,0.7948,"(-0.1997,0.7948)",0.4185013,0.1363141,0.0185815,0.52035,0.7948,0.4001,0.1242,0.3042
MOD13A3_006__1_km_monthly_NDVI_doy2002032_aid0006,_1_km_monthly_NDVI,Sawai Madhopur,aid0006,01/02/2002,5783,0.0666,0.83,"(0.0666,0.83)",0.403027,0.1366081,0.0186618,0.5055,0.818,0.3803,0.0666,0.29015
MOD13A3_006__1_km_monthly_NDVI_doy2003001_aid0006,_1_km_monthly_NDVI,Sawai Madhopur,aid0006,01/01/2003,5783,0.0303,0.7824,"(0.0303,0.7824)",0.3087914,0.1186836,0.0140858,0.3649,0.5824,0.2766,0.0303,0.2199
MOD13A3_006__1_km_monthly_NDVI_doy2003032_aid0006,_1_km_monthly_NDVI,Sawai Madhopur,aid0006,01/02/2003,5783,0.087,0.7939,"(0.087,0.7939)",0.28946,0.1168281,0.0136488,0.3403,0.5455,0.2559,0.087,0.20345
MOD13A3_006__1_km_monthly_NDVI_doy2004001_aid0006,_1_km_monthly_NDVI,Sawai Madhopur,aid0006,01/01/2004,5783,0.1109,0.7914,"(0.1109,0.7914)",0.4343451,0.1342394,0.0180202,0.53495,0.7914,0.424,0.1109,0.32565
MOD13A3_006__1_km_monthly_NDVI_doy2004032_aid0006,_1_km_monthly_NDVI,Sawai Madhopur,aid0006,01/02/2004,5783,0.1254,0.8105,"(0.1254,0.8105)",0.4008081,0.1302199,0.0169572,0.49325,0.7879,0.3868,0.1254,0.295
MOD13A3_006__1_km_monthly_NDVI_doy2005001_aid0006,_1_km_monthly_NDVI,Sawai Madhopur,aid0006,01/01/2005,5783,-0.0111,0.7749,"(-0.0111,0.7749)",0.4803576,0.1482941,0.0219911,0.60035,0.7749,0.4901,-0.0111,0.355
MOD13A3_006__1_km_monthly_NDVI_doy2005032_aid0006,_1_km_monthly_NDVI,Sawai Madhopur,aid0006,01/02/2005,5783,0.1081,0.7603,"(0.1081,0.7603)",0.4111697,0.1328512,0.0176495,0.50985,0.7603,0.4077,0.1081,0.30095
