,District,FNCount,FNMinimum,FNMaximum,FNMean,FNStandard Deviation,FNVariance,FNUpper Quartile,FNUpper 1.5 IQR,FNMedian,FNLower 1.5 IQR,FNLower Quartile,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare),JNCount,JNMinimum,JNMaximum,JNMean,JNStandard Deviation,JNVariance,JNUpper Quartile,JNUpper 1.5 IQR,JNMedian,JNLower 1.5 IQR,JNLower Quartile,FECount,FEMinimum,FEMaximum,FEMean,FEStandard Deviation,FEVariance,FEUpper Quartile,FEUpper 1.5 IQR,FEMedian,FELower 1.5 IQR,FELower Quartile,JECount,JEMinimum,JEMaximum,JEMean,JEStandard Deviation,JEVariance,JEUpper Quartile,JEUpper 1.5 IQR,JEMedian,JELower 1.5 IQR,JELower Quartile
729,CHURU,20462,0.09,0.7116,0.1516878,0.0630115,0.0039705,0.1521,0.1929,0.135,0.09,0.1249,2004,Rabi       ,11469,32044,2.793966344,20462,0.1013,0.6248,0.1588685,0.0479641,0.0023006,0.1622,0.1964,0.1497,0.1071,0.1394,20462,0.067,0.5055,0.1000545,0.0426047,0.0018152,0.0993,0.1246,0.0888,0.067,0.0824,20462,0.0625,0.439,0.1017139,0.0320533,0.0010274,0.1039,0.1265,0.0958,0.0662,0.0888
731,CHURU,20462,0.0888,0.6624,0.1590696,0.0782416,0.0061217,0.174,0.2667,0.1316,0.0888,0.1122,2005,Rabi       ,13071,37107,2.838879963,20462,0.0926,0.6684,0.1495809,0.0588424,0.0034624,0.1589,0.222,0.1359,0.0926,0.1168,20462,0.0501,0.4725,0.1034554,0.0522276,0.0027277,0.112,0.1699,0.0856,0.0501,0.0734,20462,0.059,0.4643,0.0961905,0.0384146,0.0014757,0.1006,0.1373,0.0874,0.059,0.0761
733,CHURU,20462,0.0773,0.615,0.1534354,0.0551504,0.0030416,0.1611,0.2154,0.13775,0.0773,0.1249,2006,Rabi       ,16077,44397,2.761522672,20462,0.0912,0.5501,0.1516363,0.043626,0.0019032,0.1614,0.2113,0.1407,0.0912,0.1281,20462,0.0524,0.4376,0.1039809,0.0372279,0.0013859,0.1079,0.1415,0.0933,0.0524,0.0855,20462,0.059,0.3815,0.1011349,0.028134,0.0007915,0.1067,0.137,0.094,0.059,0.0865
735,CHURU,20462,0.079,0.7337,0.161079,0.081643,0.0066656,0.173075,0.2607,0.1314,0.079,0.1146,2007,Rabi       ,15743,26817,1.703423744,20462,0.0908,0.6526,0.1572801,0.0584954,0.0034217,0.1666,0.229,0.1416,0.0908,0.125,20462,0.0521,0.5543,0.1047548,0.056274,0.0031668,0.1108,0.1667,0.0843,0.0521,0.0735,20462,0.053,0.4865,0.1060892,0.0412478,0.0017014,0.1108,0.1499,0.0949,0.053,0.0847
737,CHURU,20462,0.085,0.6473,0.155393,0.0585932,0.0034332,0.1673,0.2348,0.14,0.085,0.1223,2008,Rabi       ,17651,22633,1.282250297,20462,0.0948,0.6189,0.1606805,0.0491777,0.0024184,0.1746,0.2386,0.1503,0.0948,0.1319,20462,0.0673,0.466,0.1052185,0.0398331,0.0015867,0.1108,0.1514,0.0948,0.0673,0.0837,20462,0.0563,0.4611,0.1060274,0.0332142,0.0011032,0.1138,0.1529,0.0994,0.0563,0.0877
739,CHURU,20462,0.0841,0.7114,0.1783639,0.084165,0.0070838,0.1993,0.3031,0.1455,0.0841,0.1301,2009,Rabi       ,17325,27853,1.607676768,20462,0.0867,0.6674,0.177037,0.0650659,0.0042336,0.191,0.2657,0.1564,0.0867,0.1412,20462,0.0625,0.5361,0.1176498,0.0589829,0.003479,0.1298,0.197,0.0934,0.0625,0.085,20462,0.059,0.5043,0.1150045,0.0449196,0.0020178,0.1223,0.168,0.1002,0.059,0.0918
741,CHURU,20462,0.0683,0.7014,0.1593673,0.0865326,0.0074879,0.1548,0.2118,0.1287,0.0683,0.1168,2010,Rabi       ,22674,42534,1.875893093,20462,0.0861,0.6836,0.1579183,0.0681435,0.0046435,0.1607,0.2165,0.1371,0.0861,0.1235,20462,0.0476,0.4856,0.1068005,0.0598715,0.0035846,0.1018,0.1376,0.0847,0.0476,0.0779,20462,0.0588,0.4968,0.102559,0.0455058,0.0020708,0.1026,0.1363,0.0886,0.0588,0.0801
743,CHURU,20462,0.097,0.7623,0.2087446,0.096291,0.009272,0.2481,0.4068,0.1723,0.097,0.1422,2011,Rabi       ,27504,64769,2.354893834,20462,0.0953,0.6768,0.1872222,0.0607479,0.0036903,0.2009,0.2707,0.1706,0.0953,0.1543,20462,0.0614,0.5865,0.1369788,0.0674904,0.004555,0.1636,0.2725,0.1103,0.0614,0.0909,20462,0.0622,0.5063,0.1196674,0.0431516,0.0018621,0.1284,0.1759,0.1065,0.0622,0.0967
745,CHURU,20462,0.0861,0.6851,0.2019728,0.071444,0.0051042,0.215,0.2979,0.1799,0.0861,0.1597,2012,Rabi       ,24469,26110,1.067064449,20462,0.0851,0.6557,0.2004039,0.0514273,0.0026448,0.2114,0.2702,0.1897,0.1183,0.1722,20462,0.0634,0.5024,0.135805,0.0497387,0.0024739,0.142,0.1942,0.1195,0.0634,0.1072,20462,0.058,0.4599,0.1272832,0.0330217,0.0010904,0.1325,0.1665,0.1192,0.0774,0.1098
747,CHURU,20462,0.0948,0.7778,0.1930276,0.1037002,0.0107537,0.2085,0.3247,0.1491,0.0948,0.131,2013,Rabi       ,29668,62135,2.094344074,20462,0.0954,0.6338,0.1772275,0.0582675,0.0033951,0.187,0.2516,0.1596,0.0954,0.143925,20462,0.0658,0.5913,0.1297851,0.0743038,0.0055211,0.138,0.2158,0.0969,0.0658,0.0861,20462,0.0618,0.4201,0.1132947,0.0383736,0.0014725,0.1191,0.1606,0.1017,0.0618,0.0914
